group_id,worker_id,prod_cd,c_url,n_url,e_url
37,1,,https://www.coupang.com/vp/products/181205994?itemId=518772664&vendorItemId=3280368068&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/6273148222,https://www.11st.co.kr/products/7888896996?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/2342671412?itemId=4059564602&vendorItemId=72043667074&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/4674988484,https://www.11st.co.kr/products/4468766521?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/51471308?itemId=182194786&vendorItemId=3267357614&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/10012250049,https://www.11st.co.kr/products/4778293725?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/2500120?itemId=11513577&vendorItemId=4488719985&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/8052106662,https://www.11st.co.kr/products/7847664396?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/9782972?itemId=43234429&vendorItemId=3010419681&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/5988748336,https://www.11st.co.kr/products/7203027456?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/1639402762?itemId=640637882&vendorItemId=88963303397&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/6273146584,https://www.11st.co.kr/products/7224688709?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/28764467?itemId=110398025&vendorItemId=3215410090&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/8671355122,https://www.11st.co.kr/products/3612560448?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/54965?itemId=126463&vendorItemId=91717134360&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/6273157524,https://www.11st.co.kr/products/7491141927?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/51471308?itemId=17671088911&vendorItemId=84845945769&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/9454216738,https://www.11st.co.kr/products/7805372463?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/7460214895?itemId=19443284602&vendorItemId=89338180316&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/6817517357,https://www.11st.co.kr/products/7805365847?&trTypeCd=21&trCtgrNo=1001728
37,1,,https://www.coupang.com/vp/products/2359592265?itemId=4095576611&vendorItemId=72079554354&sourceType=CAMPAIGN&campaignId=20336&categoryId=0,https://smartstore.naver.com/main/products/4691605239,https://www.11st.co.kr/products/7909795129?&trTypeCd=21&trCtgrNo=1001728
